id,name,genre,artists,album,popularity,duration_ms,explicit,Clusters,name_lower
0GO8y8jQk1PkHzS31d699N,tongue tied,happy,GROUPLOVE,Never Trust a Happy Song,75,218013,False,0,tongue tied
6qjwvkVjuWuS8OWOVxETSc,rockstar,hard-rock,HARDY,SIX FEET UNDER (Caleigh’s Song),42,194341,True,0,rockstar
0QrjkDvH06SKE8LXq3VTA3,hard rock bottom of your heart,hard-rock,Randy Travis,On the Other Hand - All the Number Ones,38,237013,False,0,hard rock bottom of your heart
05NYcsjJwOYq4jIiKPVj9p,hard to handle,hard-rock,The Black Crowes,Shake Your Money Maker,63,188066,False,0,hard to handle
1EpRiXUhzan3GmCiNI3jqe,rockstar,hard-rock,HARDY,SIX FEET UNDER (Caleigh’s Song),21,194341,False,1,rockstar
5jhI9kdseTMJQYvjIm5MVU,bleh,hard-rock,Hardrock,1of1,50,146750,True,0,bleh
3EixrP74QvVXmX5sOP3ul6,hard rock hallelujah,hard-rock,Lordi,The Hills Have Eyes 2 (The Album),23,246746,False,1,hard rock hallelujah
5jhY1n1cTKSxx8lEujMcAS,rockstar,hard-rock,HARDY,ROCKSTAR,56,194341,True,0,rockstar
6fODBIJuXEZxrZkcX4BpOJ,1of1,hard-rock,Hardrock,1of1,47,124000,True,0,1of1
3439OLNIeD3y68kVuoZUO5,"girls, girls, girls",hard-rock,Mötley Crüe,"Girls, Girls, Girls",65,270533,False,0,"girls, girls, girls"
10ggGD9ff8c4vNSOR9xIEX,rockstar,hard-rock,HARDY,PSYCHO,54,194341,True,0,rockstar
7IZ4uRJfJrkLg2EpU4Qfcn,feel alive,hard-rock,Hardrock,SLATTYDON,48,156995,True,0,feel alive
1XxUDJp9zsjd6tBSvE3la4,heavy metal,hard-rock,Sammy Hagar,Standing Hampton,52,230506,False,0,heavy metal
4oeoyLLcLyIyjCBlMSe8Qm,nvrcared,hard-rock,Hardrock,My Gift To You,36,146924,True,0,nvrcared
6kBnBjbQ17AasChmLWyhsF,hardrock hallelujah,hard-rock,Lordi,The Arockalypse,30,246826,False,3,hardrock hallelujah
3r1bLo1Y4UbRPGayb29hz0,rockstar,hard-rock,HARDY,JIM BOB,45,194341,True,0,rockstar
1gij27s31tFKcTHa8f1u4g,hard as a rock,hard-rock,AC/DC,Ballbreaker,53,271000,False,0,hard as a rock
5RQkVASTw621PLJ81UAgZz,hard rock mountain prison ('til i die),hard-rock,Russell Moore & IIIrd Tyme Out,Russell Moore & IIIrd Tyme Out,19,154560,False,1,hard rock mountain prison ('til i die)
78A9edcpsvkQIxnEtWB45y,hard rock,hard-rock,BLP KOSHER,Blp Kosher And The Magic Dreidel,16,129619,True,1,hard rock
30HUgW4DRLlQ9uDfMYZHtq,hardcore drugs,hard-rock,Hardrock,Hardcore Drugs,41,142262,True,0,hardcore drugs
7kdB2T0lncCC4U4A4BfAHU,hard rock,hard-rock,Sliki,Hard Rock,25,140663,False,1,hard rock
0ukL9VRWj80gq7tFJouK3E,hard rock,hard-rock,Get Money Doug,Street Lights,11,58469,False,1,hard rock
1vcZBUX6P6FHXzG2mUfmCE,hard luck woman,hard-rock,KISS,Rock And Roll Over,48,214666,False,0,hard luck woman
5oLObQcGpeEjrOHpPY80F5,hard rock café,hard-rock,Carole King,Simple Things,31,223733,False,1,hard rock café
6yoNYLJ7enbygKXF50Af72,hard rock,hard-rock,"LH CHUCRO, The Boy, N.A.N.A., BLOCKKSTAR",HARD ROCK,40,226909,True,0,hard rock
6Ux9K9H5tTBypQKCmDOLqk,boba,hard-rock,Hardrock,My Gift To You,37,118451,True,0,boba
3cWQDKcIhP74CTfkxoCN0J,psycho in my head,hard-rock,Skillet,Dominion: Day of Destiny,53,197480,False,0,psycho in my head
0f5MXGP4q5FyeNLTrCH4jf,south atl,hard-rock,Hardrock,My Gift To You,40,172420,True,0,south atl
0ze0uLTGvlMpXWOmXZ5FjX,hard rock,hard-rock,Louie Ray,Still Grinding 3 (Relit),3,171676,True,1,hard rock
2gxUxadb8rxx2nTaSaq9xr,rockstar,hard-rock,HARDY,PSYCHO,29,194341,False,1,rockstar
0UT58DMxUfSb8ECS85tgn3,southern rock,hard-rock,"Travis Denning, HARDY",Roads That Go Nowhere,58,218860,False,0,southern rock
7IPqHO4KqTRR1vAIKtsOcK,4 to 6,hard-rock,Hardrock,DIRTY SPOT / 4 to 6,34,113580,True,1,4 to 6
0ojSqfd6q9a8eVxzatYSq1,hard rock,hard-rock,Beat Boxer,The Neighborhood,11,140206,True,1,hard rock
0ihsR6dFnXm4RmYxmR956h,rockstar,hard-rock,HARDY,JIM BOB,26,194341,False,1,rockstar
73gtaGZpttXUUVpDh6j7IV,clear the store,hard-rock,Hardrock,My Gift To You,39,125843,True,0,clear the store
79EQt03ze9Pr9tAVc2lm5P,deuce,hard-rock,KISS,Kiss,44,186200,False,0,deuce
1fB1Q2S1jpFNFOqpgw17BE,here we go,hard-rock,"Hard Rock Sofa, Swanky Tunes",Here We Go,31,360200,False,3,here we go
0xU8vELqK2B8ccWgmiFcPd,hard rock,hard-rock,Hiro the GOD,Renagade,2,184999,True,1,hard rock
6pE5yAkavXwdIB0jxBAesJ,st patrick's day,hard-rock,Hardrock,My Gift To You,36,161396,True,0,st patrick's day
3uI3OMGqmDjYbSnnzKkdrf,hard rock,hard-rock,Skorch Bun It,Hard Rock Riddim,5,204000,False,1,hard rock
0tXMsSf5AnE3sr7K1hA2Dr,darkness,hard-rock,Hardrock,1of1,35,98000,True,1,darkness
3f0i4XGaih1vziceGVZMMl,a rock,hard-rock,HARDY,A ROCK,49,220831,False,0,a rock
56a5h6GBccI0eyqOVi5kUt,south atl,hard-rock,Hardrock,SOUTH ATL,39,172408,True,0,south atl
7nHVJYFaoCEj0I2eBiiJj3,hard rock,hard-rock,Davie504,Let's Funk!,6,73458,False,1,hard rock
3J8iaWvLiRqZrH08ZWLsmI,the hard rock radio,hard-rock,Morcel Sison,Treasure,22,199334,False,1,the hard rock radio
1K7lOmcOrizlAXrGiFqA4n,here we go / quasar - hybrid remix,hard-rock,"Hard Rock Sofa, Swanky Tunes",Fast & Furious 6,25,203053,False,1,here we go / quasar - hybrid remix
3pvq9Lc87apN6XM7PO3HTc,hard rock,hard-rock,This Is Lorelei,EP #20,2,157999,False,1,hard rock
2hcvh60Re0qqEBls8aCdBG,fukoff,hard-rock,Hardrock,Fukoff,33,134269,True,1,fukoff
1IAMN8sbuaNluOVYzlknku,heroes (we could be) - hard rock sofa & skidka remix,hard-rock,"Alesso, Tove Lo, Hard Rock Sofa, Igor Mikhalchenkov",Heroes (we could be) [The Remixes],28,396200,False,3,heroes (we could be) - hard rock sofa & skidka remix
4LAtzwNKyvZ54c15O2Ck4b,rascal (trust),hard-rock,Hardrock,Rascal (Trust),36,116650,True,0,rascal (trust)
23opOTOMtnlKgyJXEqdzTX,hard rock,hard-rock,Ccal,Bundles,1,133160,False,1,hard rock
39xDX63yonTblgoHdTKLtI,hardcore,hardcore,Ken Carson,A Great Chaos,62,124567,True,0,hardcore
7gEM950AYvl3cvgLbuj1B9,hardcore,hardcore,Ken Carson,A Great Chaos,28,124567,False,1,hardcore
30HUgW4DRLlQ9uDfMYZHtq,hardcore drugs,hardcore,Hardrock,Hardcore Drugs,41,142262,True,0,hardcore drugs
5QrN9Qif5dxhpTgiCDwnwD,hardcore (ken),hardcore,SILVXRSURFXR,Hardcore (Ken),10,123076,True,1,hardcore (ken)
1kKzLv3w7I5NXzEtWkSzi4,hardcore,hardcore,Beast In Black,Dark Connection,48,214134,True,0,hardcore
40wSDvvvOUmnVS7oiwVBj7,y.s.a.b.,hardcore,Sunami,SUNAMI (L.P.),40,146480,True,0,y.s.a.b.
43u5j2bJ6E9nZV3PbPAoAe,hardcore hustle,hardcore,"Madvillain, Madlib, MF DOOM, Wildchild",Madvillainy,42,81920,True,0,hardcore hustle
7KGxiUpYciBYO4QyG7qq28,hardcore (feat. don toliver),hardcore,"Zack Bia, Don Toliver",Hardcore (feat. Don Toliver),37,218937,True,0,hardcore (feat. don toliver)
1N7SOR6A67pMZ5AfhPnMNM,hardcore,hardcore,Reignwolf,Hardcore,34,204506,False,0,hardcore
4jnX7e2d2IZVRxBD9pSFDF,hardcore pride,hardcore,Seed of Pain,Champions Of Chaos,33,67882,False,1,hardcore pride
1psMJAGbByFS7F7Z0rTXtW,succubus extended intro,hardcore,YNG Melodies,Succubus Extended Intro,32,190843,False,1,succubus extended intro
2SBZVSTTJ1Fa2CZAqHC1Jn,no heart,hardcore,Sunami,SUNAMI (L.P.),35,56360,True,1,no heart
2pcv4nUQqaZnJk1kYvCfXV,succubus,hardcore,Ken Carson,A Great Chaos,67,149892,True,0,succubus
4rPwYXHbHfxqkkgYaJIkWQ,six,hardcore,Sunami,SUNAMI (L.P.),37,112413,True,0,six
2sgWKA9yGz0IhGEzYjFCoN,hardcore anal banging,hardcore,Ayesha Erotica,Barely Legal,34,181394,True,0,hardcore anal banging
3sK4DQ1QyiQpYbYG5MFKkr,be harder,hardcore,God's Hate,God's Hate,32,209165,True,1,be harder
0hhNTyH6RJJGItHeSMCof3,me n my kup,hardcore,Ken Carson,A Great Chaos,62,234032,True,0,me n my kup
2R7RIMuBx2m5MHgnflsc0y,hardcore,hardcore,"Mirakill, GrimesAI",Hardcore,24,150210,False,1,hardcore
1Q5oA3VKlDrEmryjpeGnfe,hardcore pride ii,hardcore,Seed of Pain,Back Again,27,93554,False,1,hardcore pride ii
04hgBWsBDEyVP8pH0BCZbG,jennifer’s body,hardcore,Ken Carson,A Great Chaos,66,158515,True,0,jennifer’s body
0yx5eBLk3AGOH5EruCqLDx,hardcore vibes,hardcore,Dune,Dune,52,213240,False,0,hardcore vibes
72u0DKzpH6xVK8OTgF9Blo,rd'd 2 death,hardcore,Reality Denied,...Comes With a Price,35,119536,True,1,rd'd 2 death
7aXK1UkGw6bDc2zr4YUpdJ,hard-core troubadour,hardcore,Steve Earle,I Feel Alright,36,161053,False,0,hard-core troubadour
5ZY2fIqxuKDr5pdz0ucpRz,lose it,hardcore,Ken Carson,A Great Chaos,59,140811,True,0,lose it
3crc8YzKF41WtRIz1HUmC5,hardcore happy,hardcore,THE BLSSM,HARDCORE HAPPY,27,169400,False,1,hardcore happy
3K5Jy7hWeLvEMH00OQjfFW,hardcore,hardcore,DJ SILVXRSURFXR,Hardcore,12,123076,True,1,hardcore
0BcQZ6ao4wsjaJNMhcegnm,hardcore pride never dies,hardcore,Seed of Pain,"Flesh, Steel, Victory...",26,134687,False,1,hardcore pride never dies
2z4fXaNKJEcmGvmN5MWCoU,weapon x intro,hardcore,XweaponX,Weapon X Demo,32,65564,False,1,weapon x intro
5SkkVlUE82yDDK1DwjnDnp,hardcore,hardcore,Lady Saw,Lover Girl,25,217160,False,1,hardcore
5XVj7otZZgBanSiqUCiH2X,reflections,hardcore,Have Heart,Songs To Scream At The Sun,28,73333,True,1,reflections
5LAlEwIPhJLC1HUlGWZ629,rated r,hardcore,"$anto, Satsu¿",NEGATIVE,20,123321,True,1,rated r
43lThlOgXQnP8F1ui2Ml1i,hardcore,hardcore,Wicca Phase Springs Eternal,Hardcore,22,163607,False,1,hardcore
2c7sRekhMGlj7u1WIIzoQu,fighting my demons,hardcore,Ken Carson,A Great Chaos,70,150401,True,0,fighting my demons
3QiUwncYrc6BfP5VSXH6e2,hardcore,hardcore,"asáu, Golden Child",definitely not trap,21,145116,False,1,hardcore
6J3K16GvToiODEeZIcEAw4,defraud,hardcore,Sunami,SUNAMI (L.P.),31,113600,True,1,defraud
0D3d2lXPuUTdRcNF7XYaPu,opium,hardcore,"pcmSlay, Rob4Cash",Opium,39,110856,True,0,opium
1WHCuLyhiISWVENR0qXZ51,hardcore ufo's,hardcore,Guided By Voices,Bee Thousand,22,114066,False,1,hardcore ufo's
5vDE19j4T6sXZqsP27NGlH,god's hate,hardcore,God's Hate,God's Hate,27,252092,True,3,god's hate
3M07pQmWn9SWS79NQZMnEr,hardcore,hardcore,Tropkillaz,Hardcore,26,191567,False,1,hardcore
7rGRYa3OGnTFimCe9kYqRP,domination iii,hardcore,XweaponX,Weapon of Pleasure,28,114500,True,1,domination iii
3Og32YczMRzdLNFeQzAoxy,hardcore can't die!,hardcore,Casper Mcfadden,Audio Diary,24,132249,True,1,hardcore can't die!
6i0tpKn2RvKApua7QaChHV,ain't optin',hardcore,Reality Denied,...Comes With a Price,28,160232,True,1,ain't optin'
7nrPXddIkx8hxM9Ot46JRX,hardcore vibes - radio edit,hardcore,Keanu Silva,Hardcore Vibes,41,161000,False,0,hardcore vibes - radio edit
5FnNm5CjVEyUUW9q9LNFEf,teeth,hardcore,Kublai Khan TX,Youth War,29,117093,True,1,teeth
2MJTKDO6bTScawyozsvrK0,hardcore sound,hardcore,Chocolate Puma,Hardcore Sound,29,150468,False,1,hardcore sound
3Bhltrf7gpzOgqeuO6kfOw,artificial intelligence,hardcore,Hardcore,Hardcor-E from Hell,34,239626,False,0,artificial intelligence
42wW7YIlVS5UGUat9C75No,hardcore,hardcore,fkbambam,HARDCORE,23,113294,False,1,hardcore
453eHGC3TawSbKQvG75ZsL,diztorted world,hardcore,Diztort,Vengeance is Mine,26,174828,True,1,diztorted world
39cPWFye31uJR2kdKYE6Zo,hardcore power,hardcore,Joey Risdon,When The Sun Rises - D.U.R.0.0.2,40,400000,False,3,hardcore power
2wPZiBX5T9JVE4zSkNTUlO,wtf is hardcore?,hardcore,Victor Krum,WTF Is Hardcore?,39,245076,True,0,wtf is hardcore?
4CkMLm0u5s9T3XVVSCC8wp,hardstyle fish,hardstyle,"Little Big, Little Sis Nora",Hardstyle Fish,49,156705,False,0,hardstyle fish
3Ag7d9EP9Il1kWomBIsc6w,hardstyle phonk,hardstyle,STRAWANGLE,HARDSTYLE PHONK,46,72000,False,0,hardstyle phonk
05EG9LwFCVjkoYEWzsrHHO,legend,hardstyle,Tevvez,Phantom,60,189679,False,0,legend
3VmezKvkt5Tl8ZrmQaFIV4,lights,hardstyle,HARDSTYLE CVNT,LIGHTS,61,126943,False,0,lights
16O0krBhRNO30xfsfBopUz,hardstyle drill 2009 nokia angelz 1.6,hardstyle,Yabujin,HARDSTYLE DRILL 2009 NOKIA ANGELZ 1.6,40,173217,True,0,hardstyle drill 2009 nokia angelz 1.6
4WEmGsSOS4OChKtR06J45n,the hardstyle prophecy,hardstyle,ANIZYZ,The Hardstyle Prophecy,38,145714,True,0,the hardstyle prophecy
11oMcAqBqqqo5UCbYVaQHQ,tek it - hardstyle,hardstyle,"POSEIDON, ZYZZMODE, Tazzy",TEK IT - HARDSTYLE,46,96375,False,0,tek it - hardstyle
4tZULb84s9ELGycuPWGa2k,fire to the rain - hardstyle remix,hardstyle,ANDONIS,Fire to the Rain Hardstyle,55,150363,False,0,fire to the rain - hardstyle remix
5VxCTjxwnttZhKciDrVcGU,hardstyle,hardstyle,Urban Muse,El rey del Cielo,20,152024,False,1,hardstyle
2ncCB2DOggeQEDOb8HVKSy,e.t. (hardstyle),hardstyle,"PXSEIDON, PHARAØH",E.T. (Hardstyle),52,104470,False,0,e.t. (hardstyle)
411efv0uDo8M6rd6KuOTCr,judas hardstyle,hardstyle,SICK LEGEND,JUDAS HARDSTYLE,52,184745,False,0,judas hardstyle
6w3ipJTmTeqU46BoXwMuE1,hardstyle phonk - sped up,hardstyle,STRAWANGLE,HARDSTYLE PHONK (Sped Up),36,63529,False,1,hardstyle phonk - sped up
3X412wnMLKyqctlRfhPa7Q,ннд,hardstyle,Tomorrow,ННД,62,87259,False,0,ннд
7A5MtnsZHalp6ZvU0OyMTE,hardstyle de funk,hardstyle,ZERIUS,HARDSTYLE DE FUNK,37,120888,False,0,hardstyle de funk
5fs9F8G5kSydgSCLARbDKW,bubblegum bitch / we fell apart - hardstyle,hardstyle,"BAKI, ZYZZ, GYM HARDSTYLE",Bubblegum Bitch / We Fell Apart,52,97995,True,0,bubblegum bitch / we fell apart - hardstyle
3QzeMCoWsctwq6d4IPRI0b,hardstyle roses,hardstyle,d4nny,Hardstyle Roses,23,174400,False,1,hardstyle roses
75VLG3EZ8ck7oKmSmu4c5C,set fire to the rain - hardstyle remix,hardstyle,"Kratos, Hardstyle Gym Bro",Set Fire to the Rain (Hardstyle Remix),53,144727,False,0,set fire to the rain - hardstyle remix
6xi8ZTSOrZzuV102oHCT2M,hardstyle,hardstyle,Laurent Lombard,Tek Dance,17,127560,False,1,hardstyle
3P48rdupp9trbMA2J2Vsta,summer time sadness hardstyle,hardstyle,SICK LEGEND,SUMMER TIME SADNESS HARDSTYLE,64,104910,False,0,summer time sadness hardstyle
5TpZu7qB6ZQFiMCoL4vNAd,heart attack,hardstyle,Hardstylerzz,HEART ATTACK,39,198962,False,0,heart attack
67vS3ecWJIeFmKuJcv8MWU,hardstyle,hardstyle,Starsplash,Back By Popular Demand,30,219160,False,1,hardstyle
40s9HUcqBpPQtksJcfPweq,fairytale,hardstyle,Hardstylerzz,FAIRYTALE,43,209228,False,0,fairytale
6dBAvmoc0BWHD36SQaJwAQ,hardstyle,hardstyle,shisui,Hardstyle,13,112000,False,1,hardstyle
7ob1yljzGH06g0eRHzuB97,disturbia,hardstyle,HARDSTYLE DEMON,DISTURBIA,52,170181,False,0,disturbia
4pHFPJtGoPpMtqFvE9RTvO,hardstyle,hardstyle,Lumitech,Hardstyle,6,161397,False,1,hardstyle
3QeEf7TMugwZkmn0hPmXio,harder state of mind,hardstyle,"D-Block & S-te-Fan, DJ Isaac",Harder State Of Mind,50,236800,True,0,harder state of mind
5VkwGr5BwzfSXUw4hlnWJ7,hardstyle,hardstyle,EDM,Hardstyle,5,134769,False,1,hardstyle
27p9uRqvyBFL4F8Fx8HXBu,jojo hardstyle,hardstyle,Maul,JoJo Hardstyle,38,85562,False,0,jojo hardstyle
3jf0xZQW0yGP3emGpLhRYc,hardstyle,hardstyle,Shady Nasty,HARDSTYLE,13,209655,False,1,hardstyle
5Y3kQGXDLK4i2ZB9qqAekn,montagem - pros talibã (hardstyle remix),hardstyle,"DJ EDWL, DARKXHAWK",MONTAGEM - PROS TALIBÃ (HARDSTYLE REMIX),57,85329,False,0,montagem - pros talibã (hardstyle remix)
5ZQNkUAp5Ji9uuz55gZX8V,on the floor (hardstyle),hardstyle,crypvolk,On The Floor (Hardstyle),53,176783,False,0,on the floor (hardstyle)
1aqBtCvUQ8NNpjyL9yNHbQ,hardstyle,hardstyle,Sinestro,Hardstyle,8,243625,False,1,hardstyle
2EcJOwGNaDg9Bh4fzsmJgc,hardstyle girl,hardstyle,Whsprs,"Sad, Drunk and Needy",21,199500,True,1,hardstyle girl
7nUXc7HC11XCw4zFWHlP3o,safe and sound - hardstyle remix,hardstyle,"Kratos, Hardstyle Gym Bro, Bruno Lexer",Safe And Sound (Hardstyle Remix),50,138750,False,0,safe and sound - hardstyle remix
2W6hm3jqb0yKcgQ4pz8A04,hardstyle,hardstyle,Vaski,Dreamworld (Nightmare) EP,0,235000,False,1,hardstyle
67Ouf0uixoIh2EuEFZDqad,middle of the night - hardstyle remix,hardstyle,"SICK CVNT, HARDSTYLE BRAH, GYM HARDSTYLE",MIDDLE OF THE NIGHT - HARDSTYLE REMIX,47,175147,False,0,middle of the night - hardstyle remix
1Yoxdq3J7CxsaLPAynnZde,only girl - hardstyle remix,hardstyle,"Kratos, Hardstyle Gym Bro",Only Girl (Hardstyle Remix),45,127312,False,0,only girl - hardstyle remix
7dwkFjf8WUQmby9FrrX4hF,hardstyle,hardstyle,Nate Mattew,Hardstyle,14,152024,False,1,hardstyle
3gBdSRPIvsba6dKXbVeC5W,malo tebya,hardstyle,HARDSTYLE CVNT,Malo Tebya,47,164666,False,0,malo tebya
0Cf8tVkC0c2vnLwxTCFePE,the one that got away,hardstyle,Hardstylerzz,THE ONE THAT GOT AWAY,41,175165,False,0,the one that got away
2yM9efQai2SwJWhLnSSRzd,hardstyle,hardstyle,DJ Brian,EDM Remix,0,134280,False,1,hardstyle
7ArWhc22ZxIF2s8JIsu2MV,hardstyle 4 dummiez,hardstyle,lameami1,HARDSTYLE 4 DUMMIEZ,22,144970,False,1,hardstyle 4 dummiez
11Z22I6gaBcuKQPpONijxG,safe and sound - hardstyle,hardstyle,"HARDSTYLE MAGE, Vaskan, ZYZZ MUSIC",Safe And Sound (Hardstyle),53,143250,False,0,safe and sound - hardstyle
7zjVkjBU0rpJ3h6wIJhEk0,hardstyle,hardstyle,Musica Electronica Para Entrenar,Electronica & Rutina De Entrenamiento,1,93333,False,1,hardstyle
19gnl7xN5xAEwDquLNKl76,part of me hardstyle,hardstyle,SICK LEGEND,PART OF ME HARDSTYLE,58,131657,False,0,part of me hardstyle
2cMwo7ZajYAd0NxNire01U,s&m - hardstyle remix,hardstyle,"Kratos, Hardstyle Gym Bro",S&M (Hardstyle Remix),48,134909,False,0,s&m - hardstyle remix
3N3PYCFDTtHg9oA2e0bqTT,hardstyle,hardstyle,Sinestro,D.Trance 93 (Incl Techno 50),0,245006,False,1,hardstyle
0b6qwNkDNGL79duIAspPtk,i'm so lucky! - hardstyle,hardstyle,"Lucky Twice, Tik Tok Trends, sped up + slowed",I'm so lucky! - Hardstyle,54,121537,False,0,i'm so lucky! - hardstyle
0lKFwVERbOAEjst5CfH7tb,outside - hardstyle remix,hardstyle,"Kratos, Hardstyle Gym Bro",Outside (Hardstyle Remix),43,157570,False,0,outside - hardstyle remix
7zdyEaLnmXNVzQkAdB7lVB,hardstyle,hardstyle,Augvstus,Hardstyle,1,126645,True,1,hardstyle
5yhw9YeXOh3kYCn2NII9bW,heavy metal lover,heavy-metal,Lady Gaga,Born This Way (Special Edition),58,252546,False,0,heavy metal lover
1XxUDJp9zsjd6tBSvE3la4,heavy metal,heavy-metal,Sammy Hagar,Standing Hampton,52,230506,False,0,heavy metal
1j6zEnDOTIRJhBhknrd86m,heavy metal,heavy-metal,Paris Texas,BOY ANONYMOUS,42,159652,True,0,heavy metal
6jRuCSKtxTNUzkFldlR1Az,heavy metal - take a ride; soundtrack version,heavy-metal,Don Felder,Heavy Metal Soundtrack,39,299333,False,3,heavy metal - take a ride; soundtrack version
1gRZkx4ePy3zGyZsd1J0dQ,heavy metal drummer - 2022 remaster,heavy-metal,Wilco,Yankee Hotel Foxtrot (2022 Remaster),43,189093,False,0,heavy metal drummer - 2022 remaster
6baGTtDakSNvUfW3FJd8yX,heavy metal (feat. rahzel),heavy-metal,"Bring Me The Horizon, Rahzel",amo,48,240586,True,0,heavy metal (feat. rahzel)
4xmeLj3uVcoAwgDtwM4MbG,heavy metal drummer,heavy-metal,Wilco,Yankee Hotel Foxtrot,39,188840,False,0,heavy metal drummer
07VcTAooOBP8hIluuUS5xr,heavy metal love,heavy-metal,twocolors,Heavy Metal Love,62,132000,False,0,heavy metal love
57vU19otI0eWzcotGdi091,heavy metal and reflective,heavy-metal,Azealia Banks,Broke with Expensive Taste,39,156865,True,0,heavy metal and reflective
4D6MvQ3FnVrPkYhq5WsN6H,heavy metal lover,heavy-metal,Lady Gaga,Born This Way,34,252560,False,3,heavy metal lover
2vpcuOcKoYoDlNNs0qGlpI,heavy metal,heavy-metal,skaiwater,#gigi,31,143951,True,1,heavy metal
5pJg7ThHf9uSbCzZTZ5qXI,heavy metal,heavy-metal,Karley Scott Collins,Heavy Metal,37,168348,False,0,heavy metal
7cf8xNXwU9K0BuHjyIvxLE,heavy metal,heavy-metal,Mike Dimes,HEAVY METAL,34,171111,True,1,heavy metal
4EIAx0okB6CAZLUsokguZG,heavy metal lover,heavy-metal,Lady Gaga,BORN THIS WAY THE TENTH ANNIVERSARY,36,252560,False,0,heavy metal lover
0apRWP2qJcUlxrJxMydXaI,heavy metal - soundtrack version,heavy-metal,Sammy Hagar,Heavy Metal Soundtrack,27,232040,False,1,heavy metal - soundtrack version
1YEMHIIUFK1XzaTkGuaCQ5,heavy metal love,heavy-metal,Helix,No Rest for the Wicked,38,183333,False,0,heavy metal love
2iAtvBE3MIBtVV1fkrFdxH,heavy metal,heavy-metal,Judas Priest,Ram It Down,29,358240,False,3,heavy metal
6npPq7KqfSuQ1fhLjhKb0h,heavy metal,heavy-metal,Mike Dimes,TEXAS BOY,28,171111,True,1,heavy metal
79egwJKHsBCUcKN6nIRKOB,heavy metal lover - slowed + reverb,heavy-metal,skyemane,Heavy Metal Lover (Slowed + Reverb),28,273134,False,3,heavy metal lover - slowed + reverb
6ON0WPRm1tLITpeUsyYoOk,heavy metal,heavy-metal,Cindy Lee,What's Tonight to Eternity,34,240123,False,0,heavy metal
7u82yEbEA3PfDgP7swE4Cs,heavy metal,heavy-metal,Sammy Hagar,The Essential Red Collection,25,229200,False,1,heavy metal
6DQ92BvXrPipsGGuD2tlJG,heavy metal,heavy-metal,Not Enough,Heavy Metal,29,158640,True,1,heavy metal
1jIgEujKNGrxaB5WMLnIvB,heavy metal lover - sped up,heavy-metal,skyemane,Heavy Metal Lover (Sped Up),37,225153,False,0,heavy metal lover - sped up
3k5SxXdbEzyHfE7wiJl0ya,heavy metal heart,heavy-metal,Sky Ferreira,"Night Time, My Time",27,255213,False,3,heavy metal heart
35ZDgSGHRkV04aYdkP1VfI,heavy metal,heavy-metal,Paris Texas,HEAVY METAL,27,159652,True,1,heavy metal
2HcMXZJ8TR0CFiePEqhHLW,heavy metal maniac,heavy-metal,Exciter,Heavy Metal Maniac,28,227453,False,1,heavy metal maniac
7tt28wbdKmFqZZXsCh4tTk,heavy metal winner,heavy-metal,Consumed,Breakfast at Pappa's,35,149933,False,0,heavy metal winner
5PlinfEo126q9JmyR1mwkW,heavy metal,heavy-metal,Negative XP,Breakup Country,24,105168,False,1,heavy metal
621W0YFtYurfPC6hwvmWgc,heavy metal,heavy-metal,Justice,Woman,30,270859,False,3,heavy metal
1yEz9RflAoVrjAbCLnEI35,panic attack,heavy-metal,Judas Priest,Panic Attack,43,325987,False,3,panic attack
1qXBcPpscF2eynmVkITml7,heavy metal x dvno (www),heavy-metal,Justice,Woman Worldwide,33,283074,False,3,heavy metal x dvno (www)
6cpjVWDLyoXJ21GImv7Ibb,heavy meta,heavy-metal,Esseks,A HOLE IN THE FOURTH WALL,26,189002,False,1,heavy meta
6E5JDnaSWqj7G0eVUiUjjh,heavy metal kings,heavy-metal,"Jedi Mind Tricks, ILL BILL","Servants In Heaven, Kings In Hell",34,273133,True,3,heavy metal kings
60K36ArCvptE3kcrFa4spd,heavy metal,heavy-metal,Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,22,241040,False,1,heavy metal
3zy5wQFPNIOwu6ParRuBHT,heavy metal,heavy-metal,Manafest,Heavy Metal,27,134493,False,1,heavy metal
5ai08KHbNOdG0k3Y24mHkk,heavy metal shit (feat. lafa taylor & neon steve),heavy-metal,"Stylust, Lafa Taylor, Neon Steve",HEATROCKS,28,177750,True,1,heavy metal shit (feat. lafa taylor & neon steve)
58uqGW9Lu2MCNsrvCWFG9C,heavy duty,heavy-metal,Judas Priest,Defenders Of The Faith,28,145866,False,1,heavy duty
440PcZN8eK9e7lkl7BLwqO,heavy metal wings,heavy-metal,tripleS,EVOLution <⟡>,35,195680,False,0,heavy metal wings
3t3GVcoiHTVaFlULmFltut,heavy metal poisoning,heavy-metal,Styx,Kilroy Was Here,22,297401,False,3,heavy metal poisoning
0gtZVC0RxbzsC2QOyXCtJf,heavy metal,heavy-metal,hypnotix!,Heavy Metal,19,158673,True,1,heavy metal
1uUCpOX86yRGShambUp93O,heavy metal: the black and silver,heavy-metal,Blue Öyster Cult,Fire of Unknown Origin,26,198360,False,1,heavy metal: the black and silver
2V8xAzhhqPIiN2zvzyZf58,heavy metal machine,heavy-metal,The Smashing Pumpkins,Machina / The Machines Of God,28,352800,False,3,heavy metal machine
