id,name,genre,artists,album,popularity,duration_ms,explicit,Clusters,name_lower
6W8U0VvPuif4XqdHiAIigj,show party,deep-house,Deep House,Show Party,20,98011,False,1,show party
6D90VTeGEWYX5AkAtjHZh1,like crazy (deep house remix),deep-house,Jimin,Like Crazy (Remixes),59,180719,False,0,like crazy (deep house remix)
7CV9lAuOAsvhRFiBMyxKJQ,deep house,deep-house,Delicate Swag,Deep House,17,199200,False,1,deep house
6ev5q8vaTxhCQWEDtaliK3,deep into the blue - radio edit,deep-house,"Night Breeze, Dias Ridge",Deep Into The Blue,22,197117,False,1,deep into the blue - radio edit
1IGufQqjbtdnHYtGAutX2o,deep house vocal,deep-house,House Of Gold,Deep House Vocal,26,94838,False,1,deep house vocal
4GlJcBZZsncoRuyHvBRMhh,deep mix,deep-house,Deep House,House 2024,9,161250,False,1,deep mix
2knE817GDEcBqCqLU3CQ6F,cafe chill beat,deep-house,"Deep House Chill Girl, Lounge Music Café, Deep House Lounge",Chill Deep House,15,145750,False,1,cafe chill beat
1HW8yExzV17SUak0jthwC5,deep house,deep-house,"GAZIROVKA, ZYAVA",Deep House,22,127868,False,1,deep house
1UCsDgFdE6Z2XhoY2OvD86,deep house vibes,deep-house,Deep House,Chillout Mix,8,120000,False,1,deep house vibes
0mlVuG4CCk8kw23xkPIjJr,house grooves,deep-house,Deep House,Chillout Mix,10,120000,False,1,house grooves
1dbRDC4xuvCr1s79ma8mSa,still alone,deep-house,Deep House,Still Alone,18,138000,False,1,still alone
2GQWCNNzCIe9YbMhrIRSro,deep house mykonos,deep-house,Deep Walls,Deep House Mykonos,24,227722,False,1,deep house mykonos
1jB1gGIGLOTALU7BW8UIRd,deep house,deep-house,C Papi,Deep House,5,80800,False,1,deep house
2K2rzNEv6ynJfyC8wJWwJL,patadas de ahogado - deep house mix,deep-house,cin cin,Patadas de Ahogado (Deep House Mix),54,123677,False,0,patadas de ahogado - deep house mix
23IXycoikfmovOaJ0cxv9e,deep house,deep-house,LirigzonG,Deep House,8,150967,False,1,deep house
6b1SHDmSBkqpbqLWfZ0QKg,insane - deep house remix,deep-house,"Black Gryph0n, Baasik",Insane (Remixes),41,141500,False,0,insane - deep house remix
1DWVqMy8nlMqyRXZLtJ2ls,velvet vip,deep-house,Deep House,Chillout Mix,8,120000,False,1,velvet vip
5cGwlWg371HdicdNLWm2he,deep house,deep-house,Rasster,Deep House,7,163770,False,1,deep house
1JkERmjS5D99OmbjzInL1Z,smooth operator - deep house version,deep-house,Musique Boutique,Deep Factory Vol. 3,33,221982,False,0,smooth operator - deep house version
4ePZfIlHCFw94PM615CGt6,secrets,deep-house,Deep House,Secrets,18,124017,False,1,secrets
12CAirRFaSU76GsfOQsQC4,deep house,deep-house,Bad Drug,Deep House,2,150000,False,1,deep house
5Ayg5fcXOdMo9cou89Pyuf,de france,deep-house,"Deep House, Future Deep House, Melodic Deep House",De France,13,209156,False,1,de france
0TqB9WQ1GOnXhRb0A5MpB9,ny underground,deep-house,Deep House,House 2024,12,150000,False,1,ny underground
2giBSqW9WTfqmeqO7GbjCd,deep house,deep-house,Delicate Swag,Restaurant Lounge Music,11,199200,False,1,deep house
7KDgog0M91SYqh4JjHxNMv,deep house ibiza,deep-house,"Deep House Chill Girl, Lounge Music Café, Deep House Lounge",Chill Beats,11,147000,False,1,deep house ibiza
32eKcEQc9QQbOEMIPukXai,istanbul 2 (turkish keman-deep house),deep-house,Ottomanbeats,Istanbul 2 (Turkish Keman-Deep House),29,117655,False,1,istanbul 2 (turkish keman-deep house)
1cKeLPNqLvHwnRQflnJtey,infinite,deep-house,Deep House,Infinite,18,124017,False,1,infinite
38y6fgnIcx5ITx9iFG3jDR,lounge house,deep-house,"Deep House Chill Girl, Lounge Music Café, Deep House Lounge",Chill Deep House,10,144250,False,1,lounge house
5veXPbNuzqEBycDV6XSP8O,deep house,deep-house,Spaghetti Western,Living,24,206024,False,1,deep house
1Lma3yrNXT5xkQmRDAvoMW,faded - tiesto's deep house remix,deep-house,"Alan Walker, Tiësto",Faded (Remixes),40,269093,False,0,faded - tiesto's deep house remix
63dVWbNrKkN3AE7LSh8ek6,cubes bass,deep-house,Deep House Lounge,Deep House Coffee,8,119013,False,1,cubes bass
2I0Q1wxFRdnDYtG6Q8W47S,winterbreak - tiësto's deep house remix,deep-house,"MUNA, Tiësto",Winterbreak (Tiësto's Deep House Remix),31,228536,False,1,winterbreak - tiësto's deep house remix
06FsU6ZPgwH9B1M4Hp3SsU,deep house,deep-house,Model Music DJ,"Model Runway Music: Music for Home Fashion Shows, Fashion Show Playlist",2,140733,False,1,deep house
6YZ2qoxDFBwwDmGHoIDtdj,lemon wave,deep-house,Deep House Lounge,Upbeat Deep House,4,116950,False,1,lemon wave
6qzNDYxfNH7F7ZkKjWrXhD,deep house,deep-house,Long Fin Killie,Amelia,1,304200,False,3,deep house
0wPVHjSezP3fyF97VUa5PW,interstellar (deep house rework),deep-house,Alexandre Pachabezian,Interstellar (Deep House Rework),40,290038,False,3,interstellar (deep house rework)
4zcWRx7dv5jnazwAZSc9Tn,wind down,deep-house,Deep House Lounge,Upbeat Deep House,5,223689,False,1,wind down
3ioZ4dD8f5GCmGOIfJuGYL,deep house,deep-house,F-Pressers,Deep House,9,226083,False,1,deep house
0wJe4PRwDnjyWeVyzitMfk,платина,deep-house,"House Music, Deep House, Bass Boosted, Дискотека 90 х, Дискотека 80 х, Музыка в машину, Танцевальная музыка",На расслабоне,21,169847,False,1,платина
2SvqZhumDP0eIca2ivWQaZ,lemon wave,deep-house,Deep House Lounge,Afterhours Deep Dive,7,116950,False,1,lemon wave
3fvNrRsXutjz8ZuMS67eBN,summer nights - tiësto’s deep house remix,deep-house,"Tiësto, John Legend",Summer Nights (Tiësto’s Deep House Remix),31,192096,False,1,summer nights - tiësto’s deep house remix
1jVuDLYQDPAFRpRfMsSNUH,deep house,deep-house,La Mejor Música Electrónica,Temas Para Autos,8,157440,False,1,deep house
3JrnSfjuz0j8z5wRIaHvog,bass deep,deep-house,Deep House Lounge,Smooth House Remix,9,135418,False,1,bass deep
1TRDcOtskeHoSSdCL4mG9z,как ты там,deep-house,"House Music, Deep House, Bass Boosted, Дискотека 90 х, Дискотека 80 х, Музыка в машину, Танцевальная музыка",На расслабоне,19,166947,False,1,как ты там
4h3xaDux5i3e6INU0EruZ5,house 2024,deep-house,Deep House,House 2024,10,134736,False,1,house 2024
3arOOZCykX0PUUPdWGNakT,groove villa,deep-house,Deep House Lounge,Deep House,4,120032,False,1,groove villa
3hhxlVmhaXrj5V5z6TFGzv,deep house,deep-house,EDM,Edm 2017,0,177455,False,1,deep house
1Fqf2oq5pJ71D41bMufjp6,detroit techno city,detroit-techno,"Brian Kage, RBJ",Timeless Times,1,246241,False,1,detroit techno city
2omULd5MOSDMbLQvTx5Ru5,detroit technobass,detroit-techno,Detroit In Effect,Detroit Party Train,15,277315,False,3,detroit technobass
5LA7nrS9TZGCUJ71ctNqma,nothing stops detroit,detroit-techno,Robert Hood,Mirror Man,24,393438,False,3,nothing stops detroit
648R7nEhGZIpZ0zVHJteRF,jaguar,detroit-techno,The Astec Mystic,Submerge Vol.1:Detroit Techno,32,399000,False,3,jaguar
2yznCtRe17qmCJabW2hESV,detroit & techno,detroit-techno,MGI,Mini,5,64347,False,1,detroit & techno
343ySUa7BIhKTLOFgVzzYc,shake a lil faster,detroit-techno,Detroit In Effect,Work It,25,346285,False,3,shake a lil faster
3A4ouzzQuTN8ZLPMqliocn,i'll be around - simp-house mix,detroit-techno,"The Spinners, Paul Simpson",Techno House Anthems,7,245533,False,1,i'll be around - simp-house mix
2ZKF8jc6zt1jb28AXZWnfW,hi-tech jazz,detroit-techno,Galaxy 2 Galaxy,Galaxy 2 Galaxy: A High Tech Jazz Compilation,22,336160,False,3,hi-tech jazz
3FufVskUS4PnYPLI2UCch5,quetzel,detroit-techno,LOS HERMANOS,Submerge Vol.1:Detroit Techno,15,397680,False,3,quetzel
4TeNygadmXEzWN47Y6dxZ9,horizontal bop,detroit-techno,Detroit's Filthiest,Smoke Suggests Fire,28,293096,False,3,horizontal bop
6CkLFR9wcDaRjyhxdTydBg,amazon,detroit-techno,Galaxy 2 Galaxy,Submerge Vol.1:Detroit Techno,13,276920,False,3,amazon
5pvDBjJSSVODb7PemBVNxJ,detroit to boston - luciano remix,detroit-techno,"Jake Buzzard, Luciano",Detroit to Boston (Remixes),11,92134,True,1,detroit to boston - luciano remix
68tjsbzW1jr0bSJtByV4oF,techno drivers,detroit-techno,Erik Travis,Somewhere In Detroit Mix Series Vol.1,5,123386,False,1,techno drivers
4OZaFdwuwrjS2eLZqBFpzP,the detroit upright - mixed,detroit-techno,Patrice Scott,Detroit Love Vol. 3 - Mixed by Waajeed,16,226935,False,1,the detroit upright - mixed
4UG1IQ8JIXOHldjIt1R4yo,put your hands up for detroit (techno),detroit-techno,Mikey Sky,Put Your Hands Up For Detroit (Techno),5,168000,False,1,put your hands up for detroit (techno)
6FJSkQp6Sw2VGcrRQsnzvt,detroit to boston - ebf remix,detroit-techno,"Jake Buzzard, EBF",Detroit to Boston (Remixes),12,97881,True,1,detroit to boston - ebf remix
2CqkMC2kLbpuqpn0zwiYOE,transitions,detroit-techno,Galaxy 2 Galaxy,Submerge Vol.1:Detroit Techno,10,394573,False,3,transitions
2HfzYTnucpAPodJgPBpSm3,feel it,detroit-techno,Stacey Pullen,Feel It / Circus Act,13,458302,False,3,feel it
0uqywpeHthwmYJb8VQvDU2,no u.f.os (inst.),detroit-techno,Model 500,Submerge Vol.1:Detroit Techno,4,418666,False,3,no u.f.os (inst.)
1BTkp2wVjBMXvfo7UdJFEr,the detroit upright,detroit-techno,Patrice Scott,The Detroit Upright,8,376585,False,3,the detroit upright
1mK7y0Hql7A9kfCqWqJtoX,the warning,detroit-techno,Suburban Knight,Submerge Vol.3-Detroit Techno 2,6,393426,False,3,the warning
0iunU9VjcWIziUi6CeaRzL,fatal attraction,detroit-techno,Detroit's Filthiest,Fatal Attraction,25,267692,False,3,fatal attraction
1ef0yaOBTgHxFRahzGUnwg,detroit techno,detroit-techno,Piper Melody,Detroit Techno,4,225462,False,1,detroit techno
3bjx5In6MlYVbyrsJ2Lbe2,think twice,detroit-techno,The Detroit Experiment,Deviation Classics,24,312431,False,3,think twice
7qaiboc8SPGREN2a4mtlCW,detroit technodubb,detroit-techno,Detroit In Effect,Detroit Party Train,1,284571,False,3,detroit technodubb
6MkjiukUcAl9Sdy33mhUw3,detroit technobass,detroit-techno,D.I.E.,Detroit Party Train,3,277347,False,3,detroit technobass
6NpZORxlLSIYjaoz99zixj,detroit,detroit-techno,TSG,Technoverse,0,120023,False,1,detroit
1GS4Dm9Ms6yj6H0CXSijon,detroit to boston - tupla v remix,detroit-techno,"Jake Buzzard, Tupla V",Detroit to Boston (Remixes),11,113790,True,1,detroit to boston - tupla v remix
6vyNuKjHbFb8BWvWEryejG,techno world - detroits filthiest remix,detroit-techno,"Go Nuclear, Detroit's Filthiest",Techno World,0,194372,False,1,techno world - detroits filthiest remix
1ojLwiIMEmypJcWqvcxEJo,falling up - carl craig remix,detroit-techno,"Theo Parrish, Carl Craig",Detroit Beatdown Remixes 1: 2,18,496560,False,3,falling up - carl craig remix
46bjyAViXopL0GUFq11PMu,mahoganybrown,detroit-techno,Moodymann,Mahogany Brown,23,333693,False,3,mahoganybrown
7aZFSazqRVNfNI14u7QR2q,grand son of detroit techno,detroit-techno,"Omar S, Theo Parrish",The Grand Son of Detroit Techno!,1,704893,False,3,grand son of detroit techno
0VEmCJYTCFmfbyTd8jGT8h,the inverted man (dreaming),detroit-techno,The Detroit Escalator Co.,Black Buildings,14,170066,False,1,the inverted man (dreaming)
1aOQSrmkJUDJm690yZFRau,move to detroit,detroit-techno,Eddie Fowlkes,Archives Vol. 5 - Black Technosoul,0,336026,False,3,move to detroit
4acJJruSpGBieGuBF7cfDx,detroit to boston - cybeat music remix,detroit-techno,"Jake Buzzard, NJ, Cybeat Music",Detroit to Boston (Remixes),11,158276,True,1,detroit to boston - cybeat music remix
1MWvrMbQWjSLwbB76SNXDL,innovators (detroit techno),detroit-techno,Inner City,Fire,1,181533,False,1,innovators (detroit techno)
5mlEM1CY9mvmcuhWtNfC2z,detroit gospel,detroit-techno,Ataxia,Out Of Step,2,379786,False,3,detroit gospel
6xvHGkza4iFYF57cBdENCT,b-29 superfortress - detroit techno militia remix,detroit-techno,"Time Traveler, T. Linder, DJ Seoul",B-29 Superfortress (Detroit Techno Militia Remix),0,301750,False,3,b-29 superfortress - detroit techno militia remix
1ThXpxNEy8lSXPuBiMrgOT,speaker box - deeper detroit mix,detroit-techno,Bruce Bailey,Speaker Box,8,358093,False,3,speaker box - deeper detroit mix
1KAB2yD5ukIMbkJc6E8rhz,"white magic, hannah montana",detroit-techno,"Naij, Willer Khale","I’m Not Techno, I’m Not From Detroit",0,331139,False,3,"white magic, hannah montana"
5yfl9W5LTAqHpcCDIn3qrp,in yo face,detroit-techno,Detroit In Effect,Work It,13,294857,False,3,in yo face
1fujZMuGsRl9VHM6qUXFwk,lilith,detroit-techno,Naij,"I’m Not Techno, I’m Not From Detroit",1,334177,False,3,lilith
2NW7dnUQGSVRF1PIcuFjX7,razi,detroit-techno,Jay Daniel,TALA,19,85200,False,1,razi
6e0B7ITqkaCCJW1ptBfywC,jupiter jazz,detroit-techno,Galaxy 2 Galaxy,Submerge Vol.1:Detroit Techno,5,271733,False,1,jupiter jazz
6mctOhe6wX8INHBf9fztRG,station,detroit-techno,Model 500,Detroit: Become Human (Original Soundtrack),11,205298,False,1,station
1MUHxvfnVhozB5RPjQVBfr,time space transmat,detroit-techno,Model 500,Submerge Vol.1:Detroit Techno,2,370906,False,3,time space transmat
5ZRwdo1UUMOKh3wXEJJxRL,paradise architects,detroit-techno,Theo Parrish,First Floor,16,362533,False,3,paradise architects
6zmRgTPqVao2zObsbE1eZu,we make beats,detroit-techno,Aux 88,Submerge Vol.1:Detroit Techno,2,236946,False,1,we make beats
5TRFywcS0o6pw7ULm6gXhV,consumed,detroit-techno,"Plastikman, Richie Hawtin",Consumed,24,700151,False,3,consumed
1oJG0L98Oghnf8zxQgQBWP,down,detroit-techno,Aaron Carl,Submerge Vol.1:Detroit Techno,2,229013,False,1,down
5jUA1njy3h6ynHLvPdEVHt,disco inferno,disco,The Trammps,Disco Inferno,51,659000,False,3,disco inferno
2Lumsra3kuU61wXkEKzKaK,disco,disco,Surf Curse,Disco,62,152760,False,0,disco
69bHJ9qs5FrUJbKP8xU8uZ,disco inferno,disco,50 Cent,The Massacre,69,214226,True,0,disco inferno
1TIiWomS4i0Ikaf9EKdcLn,disco tits,disco,Tove Lo,BLUE LIPS (lady wood phase II),55,223794,True,0,disco tits
0T7aTl1t15HKHfwep4nANV,disco man,disco,Remi Wolf,I'm Allergic To Dogs!,60,192000,False,0,disco man
6xqJ0XqDM9dVEW1jbm78wB,discord,disco,"The Living Tombstone, Eurobeat Brony",Discord,64,193776,False,0,discord
59IA01UnxFiJhxWXpG24mM,disco cone (take it high) [ft. wenzl],disco,"Enisa, WENZL",Disco Cone (Take It High) [ft. WENZL],63,131367,False,0,disco cone (take it high) [ft. wenzl]
611nlMA40SKg9gQ4pTVXT3,discord,disco,"The Living Tombstone, Eurobeat Brony",Discord,58,193776,False,0,discord
602d2gJewoiF1FivuOMMwE,disconnect,disco,"Becky Hill, Chase & Status",Disconnect,67,164914,True,0,disconnect
0TcJ7QWpggdSg8t0fHThHm,lovegame,disco,Lady Gaga,The Fame,65,216333,False,0,lovegame
50mxYue7lVRJYAXK8r5y4k,discoverer,disco,R.E.M.,"R.E.M.'s Top Forty Playlist (according to Berry, Buck, Mills and Stipe)",15,211386,False,1,discoverer
2fvdQ1Uq04qE4RLN5zKBXS,disco yes,disco,"Tom Misch, Poppy Ajudha",Geography,54,280878,False,0,disco yes
0kE354dlcnsm9hYRTT2D5E,disco boy,disco,Disco Lines,Disco Boy,41,221370,False,0,disco boy
4NHLhoZgBkICm5LtTRXFAP,disco inferno,disco,The Trammps,The Trammps,55,218026,False,0,disco inferno
1WQul0oQcE4hUTW40G1gWu,disco medley - live from astrodome,disco,Selena,Live-The Last Concert,46,463266,False,3,disco medley - live from astrodome
6eLLQ5NzQchs3RalH4TcVa,disco marathon (feat. neeka),disco,"Don Diablo, R3HAB, NEEKA",Disco Marathon (feat. NEEKA),50,136000,False,0,disco marathon (feat. neeka)
3GXo1eWlT2flv4x01l5OTu,disco inferno - edit,disco,The Trammps,Playlist: The Best Of The Trammps,54,215626,False,0,disco inferno - edit
3Y3nRbS2YvT8LsYxvDylny,disconnected,disco,5 Seconds of Summer,She Looks So Perfect (B-Sides),50,210424,False,0,disconnected
2cSdAkzAf2T4j4aLvx4LLz,baby girl,disco,Disco Lines,Baby Girl,65,111074,False,0,baby girl
1oHXeD1gQQCQUYHeHp2HMU,discombobulated,disco,Eminem,Music To Be Murdered By - Side B (Deluxe Edition),49,252578,True,0,discombobulated
2iQVw3X4X0LA6lxxkYYiXs,disco duck,disco,Rick Dees And His Cast Of Idiots,1977 - Best of,17,198420,False,1,disco duck
2NeXR1GBvpfYRN45r1Ul8M,disco paradise,disco,"Fedez, Annalisa, Articolo 31",Gita al mare,0,198536,False,1,disco paradise
3MK2rvp7XjarzRKFrPGMOb,disconnected,disco,"James Hype, Tita Lau",Disconnected,54,194523,False,0,disconnected
6gn6dsTQixB0tYzEIrmAEL,disco inferno,disco,50 Cent,The Massacre,33,214240,False,0,disco inferno
3gvusUWj94UpHw0Iv1RWhx,disco! in the panic room,disco,Bug Hunter,The Rough Draft,43,211396,False,0,disco! in the panic room
5EYdTPdJD74r9EVZBztqGG,the bad touch,disco,Bloodhound Gang,Hooray For Boobies,66,260506,True,0,the bad touch
7qhFWlQpahKJT9LcL6qTH4,disco inferno,disco,"Syzz, Nora Van Elken",Disco Inferno,51,131474,False,0,disco inferno
5eRUH8iTMnRtUIZOOQOVyz,discoteca,disco,"IAmChino, Pitbull",The Most Winning,41,225853,True,0,discoteca
2aC8wwfrM0YeTAzzk8hxqC,disco 2000,disco,Pulp,Different Class,58,273573,False,0,disco 2000
4TOIJR7F0dH2k32a70YS8F,disconnected,disco,Face To Face,Don't Turn Away,43,207733,False,0,disconnected
3UaP2PQwhA31keZXt7oPLA,the disco song,disco,"Vishal-Shekhar, Benny Dayal, Sunidhi Chauhan, Nazia Hassan",Student of the Year (Original Motion Picture Soundtrack),53,342093,False,0,the disco song
362jUzkJX10ccIWRTy0cqy,"discouraged pazu - from ""laputa: castle in the sky""",disco,Yashida Miyota,Ghibli Songs on Piano,44,121666,False,0,"discouraged pazu - from ""laputa: castle in the sky"""
5BEfGZXOExpnrH2MEJfv30,disco,disco,Sextile,3,37,209567,False,0,disco
6eB513QSHTWZNt88Y7ChnV,discover,disco,Elior,Walls,46,159529,False,0,discover
2L3Vq6xIWBAFalOG5fdGXt,disco,disco,Fenix Flexin,BACK FLEXIN,31,126720,True,1,disco
07x1wRDHfUcXBrzodCFyjb,discovering the world,disco,Cameron Vigano,Discovering The World,44,100128,False,0,discovering the world
0l0cUbpegjqlU2faoY0xTw,disco,disco,Cookiee Kawaii,Vanice,31,126315,True,1,disco
608uL3XBV8f2MHKNgm32Y3,disco ulysses (instrumental),disco,Vulfpeck,Hill Climber,45,231084,False,0,disco ulysses (instrumental)
38gKC5ONcCZDF9BlsyUr3S,disco,disco,Sub-Radio,Disco,29,185173,False,1,disco
118vbJqycPASVgrYnCzb9F,disconnected,disco,Pegboard Nerds,Disconnected,46,241875,False,0,disconnected
0lY1fjy1mIcXw9MYHGBui1,disco,disco,Crossfade,Crossfade,27,177906,False,1,disco
0rSEI5s19aXoBiffYesjVb,discover dirt,disco,Stanley Bravo,Discover Dirt,38,144714,False,0,discover dirt
7daay2UuKBj0YhVcgfRk19,disco,disco,Wavehi,Disco,28,95399,True,1,disco
2pNXV6cXD0kcdE4Y3W4oYB,discopolis 2.0 (mixed) - meduza remix,disco,"Lifelike, Kris Menace, MEDUZA",Armada Music presents Summer Hits 2021 (Mini Mix),54,72367,False,0,discopolis 2.0 (mixed) - meduza remix
1FKFf4vVBTtukkXi0wXGUG,disco,disco,Omalie360,Disco,23,218400,True,1,disco
0ymhaRjiCwNQzeQEjewE7F,restless bones,disco,Disco Lines,Restless Bones,58,145573,False,0,restless bones
0JSxWfK5B4qKVP5g3aPmZa,disco,disco,Widespread Panic,Light Fuse Get Away,21,263000,False,3,disco
72ahyckBJfTigJCFCviVN7,don't bring me down,disco,Electric Light Orchestra,Discovery,73,243373,False,0,don't bring me down
6UaMZLIh9sRCNLFCLA4Zyh,disco,disco,Moon Tide Gallery,Disco,24,232587,False,1,disco
1rqqCSm0Qe4I9rUvWncaom,high hopes,disco,Panic! At The Disco,Pray for the Wicked,76,190946,False,0,high hopes
1N5fatK5l0xaoGWGW7FkVY,disney,disney,Jim Gaffigan,Mr. Universe,25,229896,True,1,disney
4Yxc55NX3tAXC2mHRAhtcW,"all i want - from ""high school musical: the musical: the series""",disney,"Olivia Rodrigo, Disney","All I Want (From ""High School Musical: The Musical: The Series"")",71,177322,False,0,"all i want - from ""high school musical: the musical: the series"""
6mb6lVLNrcUgLnEN8QnDJd,how far i'll go,disney,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),67,163386,False,0,how far i'll go
6F8TSi0CLcpDZN8LM6GQcX,disney,disney,"Kizo, Sergiusz, Leśny",Jeszcze 5 minut,55,219268,True,0,disney
6oYkwjI1TKP9D0Y9II1GT7,under the sea,disney,"Samuel E. Wright, Disney",The Little Mermaid Special Edition,62,195146,False,0,under the sea
3IPnBzGRMg6BfViFxxa0Gq,"love is an open door - from ""frozen""/soundtrack version",disney,"Kristen Bell, Santino Fontana",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),66,124733,False,0,"love is an open door - from ""frozen""/soundtrack version"
0ecHksjDcKeB9SWBevrqOG,disney,disney,Gdaal,Disney,24,155245,True,1,disney
1mRBJdpIgc3jZH8C3cN2WV,if only,disney,"Dove Cameron, Disney",Descendants (Original TV Movie Soundtrack),63,229813,False,0,if only
7F2v32WPTb7hyeO1k9FKd9,disney,disney,Aqua Raps,Heartache Saga,17,101377,False,1,disney
7tUSJY4nsDBJTjd1UXKRsT,part of your world,disney,"Jodi Benson, Disney",The Little Mermaid Special Edition,61,195493,False,0,part of your world
28UMEtwyUUy5u0UWOVHwiI,i'll make a man out of you,disney,"Donny Osmond, Chorus - Mulan, Disney",Mulan (Original Soundtrack),64,201680,False,0,i'll make a man out of you
2uSJW6VyeeDUqJvFwR1izB,disney,disney,"LUNA KI, Babi",Disney,38,260000,True,0,disney
0D1OY0M5A0qD5HGBvFmFid,go the distance,disney,"Roger Bart, Disney",Hercules (Original Motion Picture Soundtrack),60,194160,False,0,go the distance
03xWMkKEbeO4SnylA53ipj,"when will my life begin? - from ""tangled"" / soundtrack version",disney,Mandy Moore,Tangled,64,152333,False,0,"when will my life begin? - from ""tangled"" / soundtrack version"
4nZV4XOzA4NuMlOhhrkZJJ,disney,disney,Tanya Markova,Tanya Markova (International Version),35,239293,False,0,disney
2AILbz83cBnrAMAG06rZts,reflection,disney,"Lea Salonga, Disney",Mulan (Original Soundtrack),59,146760,False,0,reflection
1hwdPQtFHISvZ9SXMkNrIK,a whole new world,disney,"Lea Salonga, Brad Kane, Disney",Aladdin Special Edition,60,160800,False,0,a whole new world
5X3TchzZa5P1BmJLvhlCQ8,disney,disney,"Felly, Gyyps",Milk & Sugar,11,203473,True,1,disney
1v6svH1Fyx9C1nIt1mA2DT,all i want,disney,"Olivia Rodrigo, Disney",High School Musical: The Musical: The Series (Original Soundtrack),66,177322,False,0,all i want
2yi7HZrBOC4bMUSTcs4VK6,"do you want to build a snowman? - from ""frozen""/soundtrack version",disney,"Kristen Bell, Agatha Lee Monn, Katie Lopez",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),64,206506,False,0,"do you want to build a snowman? - from ""frozen""/soundtrack version"
1DIqiqN9afvCS2IirZtJ5u,disney,disney,"Paula Hartmann, Lucio101, Nizi19",kleine Feuer,49,218726,True,0,disney
5DJgVGikMm9NKyJO2wvDF6,this wish,disney,"Ariana DeBose, Disney",Wish (Original Motion Picture Soundtrack),57,205480,False,0,this wish
0qxtQ8rf3W1nId3D2r0xH4,i just can't wait to be king,disney,"Jason Weaver, Rowan Atkinson, Laura Williams",The Lion King,64,170880,False,0,i just can't wait to be king
4itzexeEAY4S4PYBxUid4O,disney,disney,"LUNA KI, Babi",CL34N,33,260000,False,3,disney
4o05DiC0RQ9DNtGJGauwna,queen of mean,disney,"Sarah Jeffery, Disney",Descendants 3 (Original TV Movie Soundtrack),60,189397,False,0,queen of mean
3rnR2yDAXjBhO7W2REeZ0K,disney,disney,Peter Fox,Love Songs,45,219616,False,0,disney
1XHc1VYAdV3iwLDpMbLNEy,i'm a star,disney,"Wish - Cast, Disney",Wish (Original Motion Picture Soundtrack),56,174786,False,0,i'm a star
2cFGv8v5DcbJXHEdzouFne,remember me (lullaby),disney,"Gael Garcia Bernal, Gabriella Flores, Libertad García Fonzi",Coco (Original Motion Picture Soundtrack),61,69813,False,0,remember me (lullaby)
0fVkiYZEJJeYQtqDcKFrWD,disney,disney,Meat Wave,Malign Hex,9,185000,False,1,disney
1XfKDFNw1uIgkx8Lj8MBm7,this is the thanks i get?!,disney,"Chris Pine, Disney",Wish (Original Motion Picture Soundtrack),55,194160,False,0,this is the thanks i get?!
0OFknyqxmSQ42SoKxWVTok,un poco loco,disney,"Anthony Gonzalez, Gael Garcia Bernal",Coco (Original Motion Picture Soundtrack),62,112205,False,0,un poco loco
3UikZLwlsOUywiVAp9giXJ,disney,disney,"SQWOZ BAB, LSP",FLOWJOB,24,203750,True,1,disney
1h9sbBtqXjji9nnBsxaxNR,beauty and the beast,disney,"Disney Peaceful Piano, Disney",Disney Peaceful Piano: Lullaby,55,167055,False,0,beauty and the beast
1OYOLWqKmhkFIx2KC9ek1a,colors of the wind,disney,Judy Kuhn,Pocahontas,57,214400,False,0,colors of the wind
1odTmEAnEq4NfwEnApuk7W,disney,disney,Kap,Alined,12,93110,False,1,disney
0W1QZAOadJm7NlEGzFhESf,disney junior theme song 2017 refresh,disney,Rob Cantor,Disney Junior Music: Lullabies Vol. 1,42,83104,False,0,disney junior theme song 2017 refresh
0vSNDukde6qkS0MhcZFZFM,disney,disney,Joe Zimmerman,Innocence,5,76118,False,1,disney
4EnwhEyuVrC1CgvSur5YL4,bet on it,disney,"Troy, Disney",High School Musical 2 (Original Soundtrack),58,198320,False,0,bet on it
32pqqCrnIC5O5iE9c218PJ,how far i'll go - reprise,disney,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),57,87346,False,0,how far i'll go - reprise
7f6j62SLUD39XUq5VGpRno,disney,disney,"Wavy, Dayne God",TANDEM,13,172644,True,1,disney
7zsw78LtXUD7JfEwH64HK2,poor unfortunate souls,disney,"Pat Carroll, Disney",The Little Mermaid Special Edition,54,291693,False,0,poor unfortunate souls
62wcjED7Q0eZLLtyp2Rlwt,"how far i'll go - from ""moana""/soundtrack version",disney,Auli'i Cravalho,"Disney Summer Songs , Vol. 2",62,163386,False,0,"how far i'll go - from ""moana""/soundtrack version"
7kfU69PvPCjzFOBv0hHIz1,disney,disney,Plan de Escape,Seguimos Subiendo,9,150000,False,1,disney
0cqNGWvuukhCiKvEX7utys,we're all in this together,disney,"High School Musical Cast, Disney",High School Musical,58,231426,False,0,we're all in this together
